Flight No,Departure Time,Destination,Category,Tier1%,Tier2%,Tier3%
BA3209,18:28:00,MUC,SHORT,1,5,20
BA3691,20:02:00,VIE,SHORT,1,5,20
BA2013,11:38:00,BCN,SHORT,1,5,20
BA5589,10:57:00,MUC,SHORT,1,5,20
BA6744,17:01:00,CDG,SHORT,1,5,20
BA7744,21:42:00,DFW,LONG,5,15,30
BA3903,19:33:00,DFW,LONG,5,15,30
BA7665,12:27:00,ZRH,SHORT,1,5,20
BA2681,15:19:00,HND,LONG,5,15,30
BA6529,18:00:00,HND,LONG,5,15,30
BA1143,08:13:00,FRA,SHORT,1,5,20
BA5875,07:53:00,JFK,LONG,5,15,30
BA7403,16:14:00,HND,LONG,5,15,30
BA9560,20:22:00,VIE,SHORT,1,5,20
BA2088,14:19:00,BCN,SHORT,1,5,20
BA7220,08:31:00,BCN,SHORT,1,5,20
BA5092,19:07:00,MAD,SHORT,1,5,20
BA4377,11:40:00,AMS,SHORT,1,5,20
BA7189,19:12:00,ORD,LONG,5,15,30
BA7677,22:33:00,FRA,SHORT,1,5,20
BA5546,16:58:00,AMS,SHORT,1,5,20
BA5526,17:29:00,DXB,LONG,5,15,30
BA1947,21:38:00,AMS,SHORT,1,5,20
BA1323,21:21:00,MUC,SHORT,1,5,20
BA7718,18:50:00,FRA,SHORT,1,5,20
BA9151,20:35:00,JFK,LONG,5,15,30
BA5981,17:56:00,AMS,SHORT,1,5,20
BA9142,20:10:00,LAX,LONG,5,15,30
BA7732,15:09:00,ZRH,SHORT,1,5,20
BA1262,10:46:00,JFK,LONG,5,15,30
BA6033,14:56:00,AMS,SHORT,1,5,20
BA1188,13:05:00,FRA,SHORT,1,5,20
BA7245,16:12:00,ZRH,SHORT,1,5,20
BA8350,08:53:00,HND,LONG,5,15,30
BA4123,14:25:00,VIE,SHORT,1,5,20
BA5234,21:05:00,HND,LONG,5,15,30
BA9069,07:47:00,FRA,SHORT,1,5,20
BA9261,15:00:00,AMS,SHORT,1,5,20
BA3999,17:54:00,JFK,LONG,5,15,30
BA1435,21:32:00,IST,SHORT,1,5,20
BA4788,17:39:00,VIE,SHORT,1,5,20
BA6934,17:33:00,DFW,LONG,5,15,30
BA9723,21:37:00,AMS,SHORT,1,5,20
BA2326,11:00:00,JFK,LONG,5,15,30
BA6190,20:19:00,FRA,SHORT,1,5,20
BA2585,11:38:00,VIE,SHORT,1,5,20
BA2058,10:13:00,JFK,LONG,5,15,30
BA9973,15:04:00,MAD,SHORT,1,5,20
BA3784,22:22:00,JFK,LONG,5,15,30
BA3416,10:35:00,MUC,SHORT,1,5,20
BA1441,18:06:00,LAX,LONG,5,15,30
BA4553,20:51:00,VIE,SHORT,1,5,20
BA6636,19:55:00,JFK,LONG,5,15,30
BA4337,18:02:00,AMS,SHORT,1,5,20
BA1349,19:29:00,MAD,SHORT,1,5,20
BA9594,08:37:00,HND,LONG,5,15,30
BA1129,13:33:00,BCN,SHORT,1,5,20
BA2819,13:02:00,DFW,LONG,5,15,30
BA2959,21:17:00,FRA,SHORT,1,5,20
BA9929,11:45:00,BCN,SHORT,1,5,20
BA9388,19:19:00,VIE,SHORT,1,5,20
BA4425,08:49:00,JFK,LONG,5,15,30
BA5202,22:35:00,BCN,SHORT,1,5,20
BA2536,13:17:00,ZRH,SHORT,1,5,20
BA1121,22:13:00,LAX,LONG,5,15,30
BA7102,06:50:00,MAD,SHORT,1,5,20
BA8003,19:13:00,CDG,SHORT,1,5,20
BA3139,21:24:00,LAX,LONG,5,15,30
BA1789,13:41:00,ORD,LONG,5,15,30
BA9091,12:33:00,AMS,SHORT,1,5,20
BA1168,07:28:00,ORD,LONG,5,15,30
BA4389,12:55:00,FRA,SHORT,1,5,20
BA4479,19:25:00,MUC,SHORT,1,5,20
BA2653,06:42:00,DXB,LONG,5,15,30
BA2842,06:20:00,CDG,SHORT,1,5,20
BA1455,09:58:00,CDG,SHORT,1,5,20
BA9940,16:05:00,ORD,LONG,5,15,30
BA6803,16:37:00,CDG,SHORT,1,5,20
BA1030,08:27:00,CDG,SHORT,1,5,20
BA8715,11:33:00,CDG,SHORT,1,5,20
BA2415,06:20:00,MUC,SHORT,1,5,20
BA8893,19:02:00,LAX,LONG,5,15,30
BA3007,21:45:00,DFW,LONG,5,15,30
BA9300,13:28:00,JFK,LONG,5,15,30
BA6187,10:40:00,BCN,SHORT,1,5,20
BA2160,13:59:00,MUC,SHORT,1,5,20
BA1382,16:42:00,ZRH,SHORT,1,5,20
BA4358,20:25:00,IST,SHORT,1,5,20
BA8866,21:45:00,FRA,SHORT,1,5,20
BA4722,11:30:00,ORD,LONG,5,15,30
BA8802,20:13:00,VIE,SHORT,1,5,20
BA1881,06:54:00,FRA,SHORT,1,5,20
BA2739,10:23:00,MAD,SHORT,1,5,20
BA5750,14:59:00,ZRH,SHORT,1,5,20
BA4881,20:53:00,CDG,SHORT,1,5,20
BA7154,16:26:00,IST,SHORT,1,5,20
BA5862,22:43:00,JFK,LONG,5,15,30
BA3087,18:08:00,DXB,LONG,5,15,30
BA3475,14:16:00,ORD,LONG,5,15,30
BA4357,22:51:00,MAD,SHORT,1,5,20
BA6667,13:31:00,DFW,LONG,5,15,30
BA4860,21:44:00,LAX,LONG,5,15,30
BA8647,13:27:00,LAX,LONG,5,15,30
BA9354,14:58:00,ORD,LONG,5,15,30
BA9565,21:23:00,FRA,SHORT,1,5,20
BA5238,08:55:00,HND,LONG,5,15,30
BA4288,11:04:00,BCN,SHORT,1,5,20
BA6940,08:22:00,LAX,LONG,5,15,30
BA1303,15:46:00,ZRH,SHORT,1,5,20
BA7302,15:43:00,BCN,SHORT,1,5,20
BA5599,14:06:00,BCN,SHORT,1,5,20
BA7323,14:13:00,ZRH,SHORT,1,5,20
BA7250,11:32:00,MUC,SHORT,1,5,20
BA1709,19:18:00,DFW,LONG,5,15,30
BA9716,06:36:00,BCN,SHORT,1,5,20
BA3112,09:53:00,BCN,SHORT,1,5,20
BA2819,06:09:00,BCN,SHORT,1,5,20
BA8697,16:39:00,LAX,LONG,5,15,30
BA4404,14:49:00,MAD,SHORT,1,5,20
BA5218,20:22:00,ORD,LONG,5,15,30
BA2352,16:14:00,IST,SHORT,1,5,20
BA1753,11:06:00,DFW,LONG,5,15,30
BA6954,19:20:00,IST,SHORT,1,5,20
BA3719,12:53:00,JFK,LONG,5,15,30
BA4093,22:44:00,DFW,LONG,5,15,30
BA4720,06:41:00,DFW,LONG,5,15,30
BA5244,08:36:00,IST,SHORT,1,5,20
BA3050,18:01:00,BCN,SHORT,1,5,20
BA8064,14:27:00,JFK,LONG,5,15,30
BA7158,14:06:00,CDG,SHORT,1,5,20
BA1077,18:48:00,LAX,LONG,5,15,30
BA3462,22:58:00,HND,LONG,5,15,30
BA3981,19:14:00,IST,SHORT,1,5,20
BA7316,11:48:00,ORD,LONG,5,15,30
BA2980,22:27:00,CDG,SHORT,1,5,20
BA4140,22:34:00,FRA,SHORT,1,5,20
BA1689,19:12:00,FRA,SHORT,1,5,20
BA6207,06:24:00,FRA,SHORT,1,5,20
BA5524,14:09:00,AMS,SHORT,1,5,20
BA8797,09:02:00,MUC,SHORT,1,5,20
BA7846,18:22:00,VIE,SHORT,1,5,20
BA7820,19:44:00,IST,SHORT,1,5,20
BA2650,11:58:00,HND,LONG,5,15,30
BA4243,13:25:00,FRA,SHORT,1,5,20
BA9680,22:28:00,FRA,SHORT,1,5,20
BA5899,13:26:00,BCN,SHORT,1,5,20
BA1504,20:01:00,LAX,LONG,5,15,30
BA3967,13:31:00,VIE,SHORT,1,5,20
BA6396,06:15:00,AMS,SHORT,1,5,20
BA2455,14:36:00,MAD,SHORT,1,5,20
BA9166,22:31:00,LAX,LONG,5,15,30
BA5047,19:46:00,HND,LONG,5,15,30
BA5078,06:46:00,ZRH,SHORT,1,5,20
BA1685,16:17:00,AMS,SHORT,1,5,20
BA9541,20:11:00,ZRH,SHORT,1,5,20
BA8369,21:57:00,FRA,SHORT,1,5,20
BA9838,15:45:00,FRA,SHORT,1,5,20
BA2587,16:06:00,DFW,LONG,5,15,30
BA6405,10:24:00,FRA,SHORT,1,5,20
BA3936,20:38:00,VIE,SHORT,1,5,20
BA4162,12:24:00,CDG,SHORT,1,5,20
BA8027,14:14:00,ZRH,SHORT,1,5,20
BA9606,16:18:00,BCN,SHORT,1,5,20
BA7044,13:15:00,DXB,LONG,5,15,30
BA9399,08:39:00,HND,LONG,5,15,30
BA9176,09:17:00,DFW,LONG,5,15,30
BA4744,12:45:00,DXB,LONG,5,15,30
BA3004,18:59:00,JFK,LONG,5,15,30
BA4641,11:22:00,HND,LONG,5,15,30
BA5481,12:52:00,LAX,LONG,5,15,30
BA8863,21:43:00,MAD,SHORT,1,5,20
BA9276,15:21:00,LAX,LONG,5,15,30
BA4236,22:28:00,FRA,SHORT,1,5,20
BA7642,15:31:00,AMS,SHORT,1,5,20
BA3656,14:16:00,LAX,LONG,5,15,30
BA6665,07:16:00,LAX,LONG,5,15,30
BA7493,20:12:00,CDG,SHORT,1,5,20
BA5254,18:11:00,LAX,LONG,5,15,30
BA2777,12:59:00,DFW,LONG,5,15,30
BA1002,16:44:00,MUC,SHORT,1,5,20
BA6592,13:43:00,JFK,LONG,5,15,30
BA4312,20:17:00,VIE,SHORT,1,5,20
BA9462,21:56:00,DXB,LONG,5,15,30
BA3105,19:44:00,MAD,SHORT,1,5,20
BA3691,13:22:00,JFK,LONG,5,15,30
BA1813,21:00:00,DFW,LONG,5,15,30
BA5743,09:59:00,FRA,SHORT,1,5,20
BA1102,08:01:00,LAX,LONG,5,15,30
BA9584,06:18:00,ZRH,SHORT,1,5,20
BA5776,15:04:00,MAD,SHORT,1,5,20
BA1055,11:53:00,AMS,SHORT,1,5,20
BA2569,18:45:00,AMS,SHORT,1,5,20
BA5712,20:10:00,JFK,LONG,5,15,30
BA3578,14:43:00,IST,SHORT,1,5,20
BA4633,16:42:00,LAX,LONG,5,15,30
BA2771,22:45:00,JFK,LONG,5,15,30
BA4463,19:30:00,VIE,SHORT,1,5,20
BA8018,17:48:00,VIE,SHORT,1,5,20
BA1341,22:54:00,ORD,LONG,5,15,30
BA4798,22:42:00,MUC,SHORT,1,5,20
BA1746,06:07:00,JFK,LONG,5,15,30
BA4999,17:50:00,FRA,SHORT,1,5,20
BA6273,11:37:00,ORD,LONG,5,15,30
BA3589,20:23:00,ORD,LONG,5,15,30
BA1893,13:36:00,ZRH,SHORT,1,5,20
BA7299,19:59:00,JFK,LONG,5,15,30
BA6078,11:47:00,JFK,LONG,5,15,30
BA7194,14:27:00,HND,LONG,5,15,30
BA5377,21:30:00,HND,LONG,5,15,30
BA6958,07:23:00,DFW,LONG,5,15,30
BA1540,11:40:00,BCN,SHORT,1,5,20
BA6607,18:56:00,VIE,SHORT,1,5,20
BA4618,10:14:00,IST,SHORT,1,5,20
BA9360,17:38:00,MUC,SHORT,1,5,20
BA8378,19:09:00,BCN,SHORT,1,5,20
BA9038,16:18:00,MAD,SHORT,1,5,20
BA1215,06:23:00,MAD,SHORT,1,5,20
BA7945,10:40:00,FRA,SHORT,1,5,20
BA6354,10:14:00,AMS,SHORT,1,5,20
BA9871,17:06:00,DFW,LONG,5,15,30
BA7299,09:18:00,MUC,SHORT,1,5,20
BA8045,12:21:00,VIE,SHORT,1,5,20
BA7881,10:39:00,HND,LONG,5,15,30
BA7254,13:31:00,DXB,LONG,5,15,30
BA2156,07:18:00,ZRH,SHORT,1,5,20
BA8045,09:28:00,MUC,SHORT,1,5,20
BA5580,21:57:00,LAX,LONG,5,15,30
BA1399,19:51:00,CDG,SHORT,1,5,20
BA6116,22:14:00,ORD,LONG,5,15,30
BA6427,08:40:00,MUC,SHORT,1,5,20
BA2001,10:54:00,HND,LONG,5,15,30
BA4218,10:42:00,LAX,LONG,5,15,30
BA6445,11:49:00,AMS,SHORT,1,5,20
BA1754,08:56:00,VIE,SHORT,1,5,20
BA1452,19:43:00,BCN,SHORT,1,5,20
BA3440,19:21:00,JFK,LONG,5,15,30
BA1675,14:00:00,HND,LONG,5,15,30
BA8498,13:29:00,DFW,LONG,5,15,30
BA1525,18:08:00,MAD,SHORT,1,5,20
BA7630,11:02:00,DFW,LONG,5,15,30
BA3185,09:06:00,HND,LONG,5,15,30
BA1393,17:07:00,FRA,SHORT,1,5,20
BA5862,10:04:00,BCN,SHORT,1,5,20
BA3466,12:51:00,BCN,SHORT,1,5,20
BA9107,16:13:00,ORD,LONG,5,15,30
BA2895,10:20:00,MAD,SHORT,1,5,20
BA5074,14:11:00,ORD,LONG,5,15,30
BA2198,14:53:00,IST,SHORT,1,5,20
BA3993,08:18:00,ORD,LONG,5,15,30
BA9748,06:55:00,BCN,SHORT,1,5,20
BA2767,17:44:00,DFW,LONG,5,15,30
BA5251,21:20:00,DXB,LONG,5,15,30
BA8754,13:22:00,AMS,SHORT,1,5,20
BA5989,08:56:00,DXB,LONG,5,15,30
BA6115,10:57:00,MUC,SHORT,1,5,20
BA1105,20:20:00,ORD,LONG,5,15,30
BA4529,17:22:00,CDG,SHORT,1,5,20
BA2283,13:51:00,AMS,SHORT,1,5,20
BA2708,21:04:00,MUC,SHORT,1,5,20
BA6306,13:23:00,MAD,SHORT,1,5,20
BA9952,07:22:00,DFW,LONG,5,15,30
BA5033,15:07:00,HND,LONG,5,15,30
BA4635,09:04:00,BCN,SHORT,1,5,20
BA5742,12:12:00,BCN,SHORT,1,5,20
BA2654,13:32:00,ZRH,SHORT,1,5,20
BA4109,20:41:00,MUC,SHORT,1,5,20
BA9311,09:55:00,MAD,SHORT,1,5,20
BA9521,20:09:00,DXB,LONG,5,15,30
BA6939,09:26:00,DFW,LONG,5,15,30
BA5973,11:28:00,ORD,LONG,5,15,30
BA7107,19:22:00,MUC,SHORT,1,5,20
BA1401,10:33:00,DXB,LONG,5,15,30
BA8734,13:19:00,AMS,SHORT,1,5,20
BA2091,19:21:00,DXB,LONG,5,15,30
BA5052,13:56:00,ZRH,SHORT,1,5,20
BA4203,13:34:00,MUC,SHORT,1,5,20
BA2795,09:44:00,IST,SHORT,1,5,20
BA1634,17:09:00,DXB,LONG,5,15,30
BA7681,10:39:00,DXB,LONG,5,15,30
BA8488,19:45:00,MUC,SHORT,1,5,20
BA5812,20:03:00,MAD,SHORT,1,5,20
BA4680,21:38:00,CDG,SHORT,1,5,20
BA7778,11:59:00,HND,LONG,5,15,30
BA9809,13:50:00,BCN,SHORT,1,5,20
BA6973,13:23:00,JFK,LONG,5,15,30
BA1681,11:54:00,MUC,SHORT,1,5,20
BA3214,22:28:00,FRA,SHORT,1,5,20
BA3681,06:13:00,LAX,LONG,5,15,30
BA9004,16:04:00,ZRH,SHORT,1,5,20
BA3793,07:10:00,DXB,LONG,5,15,30
BA1148,15:13:00,FRA,SHORT,1,5,20
BA5953,06:47:00,JFK,LONG,5,15,30
BA6169,21:54:00,FRA,SHORT,1,5,20
BA7732,06:14:00,IST,SHORT,1,5,20
BA6612,21:35:00,VIE,SHORT,1,5,20
BA5300,12:34:00,ZRH,SHORT,1,5,20
BA9037,06:44:00,VIE,SHORT,1,5,20
BA5574,08:44:00,MAD,SHORT,1,5,20
BA7284,22:20:00,MUC,SHORT,1,5,20
BA9042,09:06:00,CDG,SHORT,1,5,20
BA3915,09:57:00,CDG,SHORT,1,5,20
BA8324,12:45:00,AMS,SHORT,1,5,20
BA4924,13:43:00,LAX,LONG,5,15,30
BA9660,21:48:00,JFK,LONG,5,15,30
BA2432,11:42:00,MAD,SHORT,1,5,20
BA4954,09:37:00,AMS,SHORT,1,5,20
BA9529,16:39:00,FRA,SHORT,1,5,20
BA9327,14:37:00,CDG,SHORT,1,5,20
BA7875,16:11:00,FRA,SHORT,1,5,20
BA6963,14:18:00,HND,LONG,5,15,30
BA5922,11:37:00,DFW,LONG,5,15,30
BA8870,09:45:00,HND,LONG,5,15,30
BA9612,10:14:00,AMS,SHORT,1,5,20
BA3484,18:19:00,IST,SHORT,1,5,20
BA6885,11:16:00,JFK,LONG,5,15,30
BA7480,08:36:00,AMS,SHORT,1,5,20
BA1038,14:35:00,JFK,LONG,5,15,30
BA1685,07:02:00,DXB,LONG,5,15,30
BA5662,15:07:00,DXB,LONG,5,15,30
BA7682,18:34:00,JFK,LONG,5,15,30
BA1763,12:13:00,MAD,SHORT,1,5,20
BA2338,15:33:00,FRA,SHORT,1,5,20
BA6385,13:19:00,IST,SHORT,1,5,20
BA6249,14:42:00,ZRH,SHORT,1,5,20
BA7750,12:57:00,ZRH,SHORT,1,5,20
BA8386,12:13:00,IST,SHORT,1,5,20
BA7980,09:39:00,FRA,SHORT,1,5,20
BA6747,12:48:00,BCN,SHORT,1,5,20
BA5848,17:46:00,ORD,LONG,5,15,30
BA4078,07:24:00,LAX,LONG,5,15,30
BA4110,17:03:00,HND,LONG,5,15,30
BA7410,19:41:00,MUC,SHORT,1,5,20
BA4679,22:06:00,FRA,SHORT,1,5,20
BA6544,14:10:00,VIE,SHORT,1,5,20
BA7670,07:12:00,MUC,SHORT,1,5,20
BA1620,09:56:00,VIE,SHORT,1,5,20
BA9106,10:54:00,MAD,SHORT,1,5,20
BA2172,10:11:00,HND,LONG,5,15,30
BA9611,10:24:00,VIE,SHORT,1,5,20
BA6985,19:07:00,ZRH,SHORT,1,5,20
BA6103,22:54:00,CDG,SHORT,1,5,20
BA4749,19:28:00,AMS,SHORT,1,5,20
BA2016,09:29:00,AMS,SHORT,1,5,20
BA5597,14:46:00,HND,LONG,5,15,30
BA3067,18:21:00,CDG,SHORT,1,5,20
BA1812,16:09:00,AMS,SHORT,1,5,20
BA2071,14:10:00,FRA,SHORT,1,5,20
BA2357,22:33:00,FRA,SHORT,1,5,20
BA6352,07:56:00,DFW,LONG,5,15,30
BA4352,16:21:00,BCN,SHORT,1,5,20
BA3664,16:02:00,ORD,LONG,5,15,30
BA8970,08:17:00,MUC,SHORT,1,5,20
BA4971,07:11:00,DXB,LONG,5,15,30
BA8035,12:07:00,MUC,SHORT,1,5,20
BA4444,14:23:00,BCN,SHORT,1,5,20
BA2774,07:08:00,CDG,SHORT,1,5,20
BA7218,14:51:00,BCN,SHORT,1,5,20
BA9882,10:27:00,MAD,SHORT,1,5,20
BA2655,22:06:00,JFK,LONG,5,15,30
BA2585,17:59:00,LAX,LONG,5,15,30
BA2132,13:15:00,AMS,SHORT,1,5,20
BA5487,18:23:00,IST,SHORT,1,5,20
BA3882,07:34:00,LAX,LONG,5,15,30
BA4100,11:38:00,DXB,LONG,5,15,30
BA1453,13:50:00,LAX,LONG,5,15,30
BA6099,13:59:00,HND,LONG,5,15,30
BA2771,22:36:00,HND,LONG,5,15,30
BA2401,20:51:00,HND,LONG,5,15,30
BA4347,07:50:00,LAX,LONG,5,15,30
BA6124,18:58:00,BCN,SHORT,1,5,20
BA6895,12:45:00,JFK,LONG,5,15,30
BA3859,07:27:00,FRA,SHORT,1,5,20
BA7618,17:02:00,ZRH,SHORT,1,5,20
BA3840,20:52:00,LAX,LONG,5,15,30
BA6983,12:49:00,ORD,LONG,5,15,30
BA5021,09:50:00,VIE,SHORT,1,5,20
BA9805,07:01:00,IST,SHORT,1,5,20
BA1243,11:46:00,BCN,SHORT,1,5,20
BA3439,22:05:00,ZRH,SHORT,1,5,20
BA2066,08:26:00,JFK,LONG,5,15,30
BA3889,07:56:00,DXB,LONG,5,15,30
BA4204,09:12:00,FRA,SHORT,1,5,20
BA8634,07:42:00,BCN,SHORT,1,5,20
BA3629,14:45:00,AMS,SHORT,1,5,20
BA6758,07:05:00,CDG,SHORT,1,5,20
BA7960,20:35:00,MUC,SHORT,1,5,20
BA8895,13:00:00,BCN,SHORT,1,5,20
BA1988,08:52:00,VIE,SHORT,1,5,20
BA9963,06:29:00,MUC,SHORT,1,5,20
BA2945,19:39:00,HND,LONG,5,15,30
BA7839,14:57:00,ORD,LONG,5,15,30
BA1184,15:06:00,JFK,LONG,5,15,30
BA9276,08:51:00,DFW,LONG,5,15,30
BA3794,12:01:00,HND,LONG,5,15,30
BA5417,19:06:00,DFW,LONG,5,15,30
BA9952,20:46:00,HND,LONG,5,15,30
BA6842,09:27:00,DFW,LONG,5,15,30
BA9314,13:37:00,AMS,SHORT,1,5,20
BA6209,18:29:00,HND,LONG,5,15,30
BA1860,20:16:00,IST,SHORT,1,5,20
BA9382,07:50:00,VIE,SHORT,1,5,20
BA6735,15:41:00,MUC,SHORT,1,5,20
BA2990,13:10:00,MUC,SHORT,1,5,20
BA2029,22:16:00,ZRH,SHORT,1,5,20
BA9252,06:01:00,DFW,LONG,5,15,30
BA7803,13:09:00,IST,SHORT,1,5,20
BA7771,10:48:00,DFW,LONG,5,15,30
BA1627,15:34:00,HND,LONG,5,15,30
BA2988,11:46:00,CDG,SHORT,1,5,20
BA1926,22:54:00,HND,LONG,5,15,30
BA3315,12:29:00,BCN,SHORT,1,5,20
BA5348,15:45:00,JFK,LONG,5,15,30
BA8991,09:01:00,MUC,SHORT,1,5,20
BA3087,07:04:00,BCN,SHORT,1,5,20
BA7683,15:07:00,IST,SHORT,1,5,20
BA5377,12:17:00,ORD,LONG,5,15,30
BA4132,14:23:00,DFW,LONG,5,15,30
BA5612,22:35:00,MAD,SHORT,1,5,20
BA9292,16:43:00,LAX,LONG,5,15,30
BA5700,22:16:00,ZRH,SHORT,1,5,20
BA1625,09:00:00,MUC,SHORT,1,5,20
BA7110,13:53:00,DXB,LONG,5,15,30
BA9154,15:37:00,DFW,LONG,5,15,30
BA5865,17:59:00,MUC,SHORT,1,5,20
BA6513,14:46:00,HND,LONG,5,15,30
BA7983,19:13:00,JFK,LONG,5,15,30
BA1171,11:17:00,MAD,SHORT,1,5,20
BA8941,07:59:00,AMS,SHORT,1,5,20
BA8600,08:28:00,MUC,SHORT,1,5,20
BA1486,08:24:00,MUC,SHORT,1,5,20
BA6373,22:33:00,JFK,LONG,5,15,30
BA7734,09:04:00,VIE,SHORT,1,5,20
BA7180,18:57:00,LAX,LONG,5,15,30
BA8303,20:27:00,FRA,SHORT,1,5,20
BA2810,19:40:00,DXB,LONG,5,15,30
BA3210,11:26:00,ZRH,SHORT,1,5,20
BA6546,13:31:00,MAD,SHORT,1,5,20
BA4059,14:26:00,BCN,SHORT,1,5,20
BA6500,11:32:00,LAX,LONG,5,15,30
BA8610,18:48:00,ZRH,SHORT,1,5,20
BA1412,10:15:00,HND,LONG,5,15,30
BA8979,12:22:00,HND,LONG,5,15,30
BA7906,09:48:00,HND,LONG,5,15,30
BA6992,08:13:00,ZRH,SHORT,1,5,20
BA9272,20:54:00,BCN,SHORT,1,5,20
BA6346,08:51:00,DXB,LONG,5,15,30
BA8621,08:37:00,AMS,SHORT,1,5,20
BA5152,14:46:00,CDG,SHORT,1,5,20
BA5561,16:15:00,ZRH,SHORT,1,5,20
BA7371,18:39:00,ORD,LONG,5,15,30
BA6762,21:35:00,DFW,LONG,5,15,30
BA9241,22:36:00,CDG,SHORT,1,5,20
BA1112,10:25:00,HND,LONG,5,15,30
BA1550,06:27:00,JFK,LONG,5,15,30
BA6048,18:32:00,MAD,SHORT,1,5,20
BA1683,17:24:00,DXB,LONG,5,15,30
BA9761,12:34:00,JFK,LONG,5,15,30
BA5912,14:22:00,HND,LONG,5,15,30
BA3761,09:29:00,AMS,SHORT,1,5,20
BA8819,22:12:00,BCN,SHORT,1,5,20
BA7459,10:04:00,HND,LONG,5,15,30
BA6829,18:26:00,AMS,SHORT,1,5,20
BA9666,16:29:00,BCN,SHORT,1,5,20
BA9599,15:53:00,ORD,LONG,5,15,30
BA8186,09:02:00,BCN,SHORT,1,5,20
BA3347,17:33:00,FRA,SHORT,1,5,20
BA7310,11:30:00,DXB,LONG,5,15,30
BA3097,18:19:00,MUC,SHORT,1,5,20
BA8467,08:14:00,ZRH,SHORT,1,5,20
BA7107,08:12:00,DFW,LONG,5,15,30
BA8960,10:36:00,IST,SHORT,1,5,20
BA5289,07:58:00,JFK,LONG,5,15,30
BA4444,17:48:00,FRA,SHORT,1,5,20
BA2518,17:25:00,FRA,SHORT,1,5,20
BA8956,21:30:00,IST,SHORT,1,5,20
BA1810,10:39:00,ZRH,SHORT,1,5,20
BA1832,16:26:00,DFW,LONG,5,15,30
BA9952,06:42:00,DXB,LONG,5,15,30
BA3819,12:42:00,MUC,SHORT,1,5,20
BA6312,17:57:00,MUC,SHORT,1,5,20
BA2063,22:51:00,LAX,LONG,5,15,30
BA1664,09:49:00,VIE,SHORT,1,5,20
BA2800,21:50:00,VIE,SHORT,1,5,20
BA3013,22:21:00,AMS,SHORT,1,5,20
BA4718,17:24:00,BCN,SHORT,1,5,20
BA3447,11:00:00,MAD,SHORT,1,5,20
BA7459,20:40:00,BCN,SHORT,1,5,20
BA2177,19:37:00,MAD,SHORT,1,5,20
BA1665,15:23:00,ORD,LONG,5,15,30
BA5653,18:51:00,ZRH,SHORT,1,5,20
BA2735,12:34:00,DXB,LONG,5,15,30
BA3371,16:46:00,MAD,SHORT,1,5,20
BA2349,16:13:00,AMS,SHORT,1,5,20
BA1299,20:48:00,MUC,SHORT,1,5,20
BA2118,16:56:00,MAD,SHORT,1,5,20
BA3782,17:11:00,ZRH,SHORT,1,5,20
BA4673,17:57:00,IST,SHORT,1,5,20
BA6439,22:28:00,JFK,LONG,5,15,30
BA6587,19:42:00,IST,SHORT,1,5,20
BA7612,11:43:00,FRA,SHORT,1,5,20
BA1472,13:07:00,MUC,SHORT,1,5,20
BA5297,18:55:00,IST,SHORT,1,5,20
BA8046,18:17:00,LAX,LONG,5,15,30
BA7388,15:14:00,DXB,LONG,5,15,30
BA4954,07:49:00,ZRH,SHORT,1,5,20
BA6738,19:22:00,ZRH,SHORT,1,5,20
BA7742,22:24:00,MUC,SHORT,1,5,20
BA7480,15:36:00,DFW,LONG,5,15,30
BA4049,20:19:00,CDG,SHORT,1,5,20
BA9435,07:14:00,JFK,LONG,5,15,30
BA3777,22:25:00,ORD,LONG,5,15,30
BA6508,08:43:00,ZRH,SHORT,1,5,20
BA9290,16:49:00,AMS,SHORT,1,5,20
BA7389,14:54:00,IST,SHORT,1,5,20
BA2450,20:31:00,IST,SHORT,1,5,20
BA7441,18:37:00,DFW,LONG,5,15,30
BA7938,16:35:00,AMS,SHORT,1,5,20
BA5799,17:09:00,LAX,LONG,5,15,30
BA6241,20:46:00,DXB,LONG,5,15,30
BA2135,15:22:00,FRA,SHORT,1,5,20
BA7241,22:54:00,MAD,SHORT,1,5,20
BA7649,16:22:00,ZRH,SHORT,1,5,20
BA3237,13:55:00,CDG,SHORT,1,5,20
BA3055,22:34:00,CDG,SHORT,1,5,20
BA9468,15:01:00,BCN,SHORT,1,5,20
BA6819,20:08:00,MUC,SHORT,1,5,20
BA6065,14:26:00,MUC,SHORT,1,5,20
BA2875,12:32:00,IST,SHORT,1,5,20
BA1120,18:13:00,AMS,SHORT,1,5,20
BA8425,21:00:00,MUC,SHORT,1,5,20
BA6608,15:41:00,JFK,LONG,5,15,30
BA4487,19:39:00,HND,LONG,5,15,30
BA4749,17:30:00,VIE,SHORT,1,5,20
BA9204,22:21:00,ZRH,SHORT,1,5,20
BA8265,17:54:00,VIE,SHORT,1,5,20
BA6676,08:27:00,MUC,SHORT,1,5,20
BA8206,21:44:00,MUC,SHORT,1,5,20
BA2695,07:03:00,LAX,LONG,5,15,30
BA6825,14:38:00,FRA,SHORT,1,5,20
BA9466,17:09:00,DFW,LONG,5,15,30
BA8430,08:05:00,ZRH,SHORT,1,5,20
BA1229,19:05:00,IST,SHORT,1,5,20
BA6714,20:43:00,LAX,LONG,5,15,30
BA8446,17:53:00,MAD,SHORT,1,5,20
BA3498,22:59:00,IST,SHORT,1,5,20
BA1956,09:15:00,HND,LONG,5,15,30
